#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_231583023.1	883066.HMPREF9233_00250	2.27e-247	695.0	COG0544@1|root,COG0544@2|Bacteria,2GJIG@201174|Actinobacteria,4D3G9@85005|Actinomycetales	201174|Actinobacteria	D	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	tig	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042221,GO:0042594,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071496,GO:0071944	-	ko:K03545	-	-	-	-	ko00000	-	-	-	FKBP_C,Trigger_C,Trigger_N
WP_231583025.1	883066.HMPREF9233_00159	1.02e-251	703.0	COG2262@1|root,COG2262@2|Bacteria,2GK55@201174|Actinobacteria,4D3D9@85005|Actinomycetales	201174|Actinobacteria	S	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis	hflX	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0044424,GO:0044464	-	ko:K03665	-	-	-	-	ko00000,ko03009	-	-	-	GTP-bdg_M,GTP-bdg_N,MMR_HSR1
WP_231583026.1	1219581.HMPREF1628_05795	2.13e-101	303.0	28P5I@1|root,2ZC0G@2|Bacteria,2I8NY@201174|Actinobacteria,4D78Z@85005|Actinomycetales	201174|Actinobacteria	S	Protein of unknown function (DUF981)	-	-	-	-	-	-	-	-	-	-	-	-	DUF981
WP_231583027.1	1219581.HMPREF1628_04150	4.34e-176	503.0	COG4823@1|root,COG4823@2|Bacteria,2GJG9@201174|Actinobacteria,4D3MX@85005|Actinomycetales	201174|Actinobacteria	V	Abi-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Abi_2
WP_231583028.1	883066.HMPREF9233_01342	2.55e-193	538.0	COG1180@1|root,COG1180@2|Bacteria,2GN2B@201174|Actinobacteria,4D31I@85005|Actinomycetales	201174|Actinobacteria	C	Activation of pyruvate formate-lyase under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	pflA	-	1.97.1.4	ko:K04069	-	-	R04710	-	ko00000,ko01000	-	-	-	Fer4_12,Radical_SAM
WP_231583029.1	1454010.JEOE01000012_gene1612	7.01e-204	584.0	COG0138@1|root,COG0138@2|Bacteria,2GJWU@201174|Actinobacteria,4F1N9@85016|Cellulomonadaceae	201174|Actinobacteria	F	PFAM AICARFT IMPCHase bienzyme formylation region	purH	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	2.1.2.3,3.5.4.10	ko:K00602	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523	M00048	R01127,R04560	RC00026,RC00263,RC00456	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	AICARFT_IMPCHas,MGS
WP_231583030.1	883066.HMPREF9233_00916	0.0	1578.0	COG1012@1|root,COG1454@1|root,COG1012@2|Bacteria,COG1454@2|Bacteria,2GJI2@201174|Actinobacteria,4D34M@85005|Actinomycetales	201174|Actinobacteria	C	Iron-containing alcohol dehydrogenase	adhE	-	1.1.1.1,1.2.1.10,1.2.1.81	ko:K04072,ko:K15515	ko00010,ko00071,ko00350,ko00620,ko00625,ko00626,ko00650,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00620,map00625,map00626,map00650,map01100,map01110,map01120,map01130,map01220	-	R00228,R00623,R00754,R01172,R04880,R05233,R05234,R06917,R06927	RC00004,RC00050,RC00088,RC00099,RC00116,RC00184,RC00649,RC01195	ko00000,ko00001,ko01000	-	-	-	Aldedh,Fe-ADH
WP_231583031.1	883066.HMPREF9233_00911	4.13e-197	552.0	COG4213@1|root,COG4213@2|Bacteria,2GKRE@201174|Actinobacteria,4D4KG@85005|Actinomycetales	201174|Actinobacteria	G	Periplasmic binding protein domain	-	-	-	ko:K10546	ko02010,map02010	M00216	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.5	-	-	Peripla_BP_4
WP_231583032.1	1170318.PALO_10440	2.99e-180	518.0	COG2610@1|root,COG2610@2|Bacteria,2GITQ@201174|Actinobacteria	201174|Actinobacteria	EG	Gluconate	ygbN	-	-	ko:K03299	-	-	-	-	ko00000,ko02000	2.A.8	-	-	GntP_permease
WP_231583033.1	883066.HMPREF9233_01199	4.16e-167	484.0	COG1316@1|root,COG1316@2|Bacteria,2GJM3@201174|Actinobacteria,4D3RP@85005|Actinomycetales	201174|Actinobacteria	K	Cell envelope-like function transcriptional attenuator common domain protein	yvhJ	-	-	-	-	-	-	-	-	-	-	-	LytR_C,LytR_cpsA_psr
WP_231583034.1	883066.HMPREF9233_01198	1.37e-166	489.0	COG1316@1|root,COG1316@2|Bacteria,2GJJJ@201174|Actinobacteria,4D4FV@85005|Actinomycetales	201174|Actinobacteria	K	Cell envelope-like function transcriptional attenuator common domain protein	lytR2	-	-	-	-	-	-	-	-	-	-	-	LytR_cpsA_psr
WP_231583035.1	883066.HMPREF9233_01184	0.0	1048.0	COG1123@1|root,COG4172@2|Bacteria,2H3HY@201174|Actinobacteria,4D3J0@85005|Actinomycetales	201174|Actinobacteria	P	Belongs to the ABC transporter superfamily	oppD	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	ko:K02031,ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
WP_231583036.1	883066.HMPREF9233_01181	1.06e-265	747.0	COG0318@1|root,COG0318@2|Bacteria,2GIUC@201174|Actinobacteria,4D354@85005|Actinomycetales	201174|Actinobacteria	IQ	AMP-binding enzyme	-	-	6.2.1.3	ko:K00666,ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding,AMP-binding_C
WP_231583038.1	883067.HMPREF9237_01609	3.23e-100	303.0	COG4760@1|root,COG4760@2|Bacteria,2GNCK@201174|Actinobacteria,4D48U@85005|Actinomycetales	201174|Actinobacteria	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	BaxI_1
WP_231583039.1	883066.HMPREF9233_00102	0.0	898.0	COG0728@1|root,COG0728@2|Bacteria,2GKN0@201174|Actinobacteria,4D3E5@85005|Actinomycetales	201174|Actinobacteria	NU	Integral membrane protein MviN	mviN	GO:0003674,GO:0005215,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	ko:K03980	-	-	-	-	ko00000,ko01011,ko02000	2.A.66.4	-	-	MVIN
WP_231583040.1	883066.HMPREF9233_00114	1.43e-224	629.0	COG0232@1|root,COG0232@2|Bacteria,2GJ8F@201174|Actinobacteria,4D330@85005|Actinomycetales	201174|Actinobacteria	F	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	dgt	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006195,GO:0006203,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008832,GO:0009056,GO:0009058,GO:0009117,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009151,GO:0009155,GO:0009166,GO:0009200,GO:0009204,GO:0009215,GO:0009217,GO:0009262,GO:0009264,GO:0009394,GO:0009987,GO:0016020,GO:0016787,GO:0016788,GO:0016793,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042578,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046070,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576	3.1.5.1	ko:K01129	ko00230,map00230	-	R01856	RC00017	ko00000,ko00001,ko01000	-	-	-	HD,HD_assoc
WP_231583041.1	883066.HMPREF9233_00116	3.6e-255	718.0	COG0803@1|root,COG0803@2|Bacteria,2HNG7@201174|Actinobacteria,4D3B3@85005|Actinomycetales	201174|Actinobacteria	P	Belongs to the bacterial solute-binding protein 9 family	-	-	-	-	-	-	-	-	-	-	-	-	ZnuA
WP_231583042.1	883066.HMPREF9233_00123	0.0	869.0	COG0423@1|root,COG0423@2|Bacteria,2GIT3@201174|Actinobacteria,4D39K@85005|Actinomycetales	201174|Actinobacteria	J	Catalyzes the attachment of glycine to tRNA(Gly)	glyQS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006426,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,tRNA-synt_2b
WP_231583043.1	883067.HMPREF9237_00926	3.78e-58	183.0	COG1799@1|root,COG1799@2|Bacteria,2GNVH@201174|Actinobacteria,4D4YZ@85005|Actinomycetales	201174|Actinobacteria	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
WP_231583044.1	883066.HMPREF9233_00140	9.41e-177	508.0	COG0772@1|root,COG0772@2|Bacteria,2GKXP@201174|Actinobacteria,4D42P@85005|Actinomycetales	201174|Actinobacteria	D	Belongs to the SEDS family	ftsW	GO:0008150,GO:0040007	2.4.1.227	ko:K02563,ko:K03588	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011,ko02000,ko03036	2.A.103.1	GT28	-	FTSW_RODA_SPOVE
WP_231583045.1	883066.HMPREF9233_01562	1.59e-250	695.0	COG2610@1|root,COG2610@2|Bacteria,2GITQ@201174|Actinobacteria	201174|Actinobacteria	EG	Gluconate	-	-	-	ko:K16321	-	-	-	-	ko00000,ko02000	2.A.8.1.3	-	-	GntP_permease
WP_231583046.1	883066.HMPREF9233_01550	7.16e-132	386.0	COG3429@1|root,COG3429@2|Bacteria,2GJ1H@201174|Actinobacteria,4D4V4@85005|Actinomycetales	201174|Actinobacteria	G	opcA protein	opcA	-	-	-	-	-	-	-	-	-	-	-	OpcA_G6PD_assem
WP_231583047.1	883066.HMPREF9233_01542	2.13e-177	500.0	COG1481@1|root,COG1481@2|Bacteria,2GJZU@201174|Actinobacteria,4D3YE@85005|Actinomycetales	201174|Actinobacteria	K	May be required for sporulation	whiA	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0043937,GO:0044464,GO:0050789,GO:0050793,GO:0065007,GO:0071944	-	ko:K09762	-	-	-	-	ko00000	-	-	-	HTH_WhiA,LAGLIDADG_WhiA,WhiA_N
WP_231583048.1	883066.HMPREF9233_01560	1.03e-276	764.0	COG1160@1|root,COG1160@2|Bacteria,2GJ8J@201174|Actinobacteria,4D3NP@85005|Actinomycetales	201174|Actinobacteria	F	GTPase that plays an essential role in the late steps of ribosome biogenesis	der	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	-	ko:K03977	-	-	-	-	ko00000,ko03009	-	-	-	Cytidylate_kin,KH_dom-like,MMR_HSR1
WP_231583049.1	883066.HMPREF9233_01061	2.02e-115	342.0	COG0300@1|root,COG0300@2|Bacteria,2GKJE@201174|Actinobacteria,4D5W7@85005|Actinomycetales	201174|Actinobacteria	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	ko:K07124	-	-	-	-	ko00000	-	-	-	adh_short
WP_231583050.1	883066.HMPREF9233_01071	5.83e-226	637.0	COG0477@1|root,COG0477@2|Bacteria,2GK06@201174|Actinobacteria,4D88V@85005|Actinomycetales	201174|Actinobacteria	EGP	Transporter, major facilitator family protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_3
WP_231583051.1	883066.HMPREF9233_01043	1.31e-237	701.0	COG2812@1|root,COG2812@2|Bacteria,2GJKA@201174|Actinobacteria,4D4NC@85005|Actinomycetales	201174|Actinobacteria	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0034641,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNA_pol3_gamma3
WP_231583053.1	883066.HMPREF9233_01577	1.46e-102	303.0	COG0789@1|root,COG0789@2|Bacteria,2HBV6@201174|Actinobacteria,4D34W@85005|Actinomycetales	201174|Actinobacteria	K	MerR family transcriptional regulator	merR1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	MerR,MerR_1
WP_231583055.1	662755.CRES_0871	2.98e-305	892.0	COG4926@1|root,COG4926@2|Bacteria,2HMI4@201174|Actinobacteria,22M8N@1653|Corynebacteriaceae	201174|Actinobacteria	S	Prophage endopeptidase tail	-	-	-	-	-	-	-	-	-	-	-	-	Prophage_tail
WP_231583056.1	548479.HMPREF0573_11244	9.25e-42	145.0	2948F@1|root,30UUU@2|Bacteria,2IFJY@201174|Actinobacteria,4D5JZ@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_231583058.1	662755.CRES_0892	1.9e-88	261.0	2A2FF@1|root,30QSJ@2|Bacteria,2H2EB@201174|Actinobacteria,22NS8@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_231583060.1	662755.CRES_1536	4.52e-11	61.6	2CI33@1|root,3347K@2|Bacteria,2HA5C@201174|Actinobacteria,22P4C@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_231583062.1	883077.HMPREF9241_00138	4.53e-167	481.0	COG1961@1|root,COG1961@2|Bacteria,2GMAS@201174|Actinobacteria,4D4AJ@85005|Actinomycetales	201174|Actinobacteria	L	Recombinase zinc beta ribbon domain	-	-	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
WP_231583063.1	662755.CRES_0870	3.24e-57	181.0	2CK55@1|root,33IEZ@2|Bacteria,2H1T8@201174|Actinobacteria,22Q8R@1653|Corynebacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF1617)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1617
WP_231583065.1	883066.HMPREF9233_01383	3.27e-83	254.0	COG4420@1|root,COG4420@2|Bacteria,2GJRV@201174|Actinobacteria,4D4EE@85005|Actinomycetales	201174|Actinobacteria	S	cog cog4420	-	-	-	-	-	-	-	-	-	-	-	-	DUF1003
WP_231583067.1	883066.HMPREF9233_01387	5.58e-16	74.7	COG2095@1|root,COG2095@2|Bacteria,2GMCM@201174|Actinobacteria,4D3WT@85005|Actinomycetales	201174|Actinobacteria	U	UPF0056 membrane protein	marC	-	-	ko:K05595	-	-	-	-	ko00000,ko02000	2.A.95.1	-	-	MarC
WP_231583069.1	936548.HMPREF1136_1933	1.07e-60	198.0	COG0572@1|root,COG0572@2|Bacteria,2I9H4@201174|Actinobacteria,4D4UJ@85005|Actinomycetales	201174|Actinobacteria	F	fructose transport system kinase	-	-	-	-	-	-	-	-	-	-	-	-	AAA_18,AAA_30,PRK
WP_231583071.1	883066.HMPREF9233_01431	8.02e-253	702.0	COG1488@1|root,COG1488@2|Bacteria,2GJAT@201174|Actinobacteria,4D30S@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	-	NAPRTase
WP_231583072.1	596328.HMPREF0578_1240	3.59e-57	182.0	2CCEK@1|root,34CGI@2|Bacteria,2GVC6@201174|Actinobacteria,4D6QQ@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_231583073.1	883066.HMPREF9233_01460	3.43e-114	333.0	COG0571@1|root,COG0571@2|Bacteria,2GKER@201174|Actinobacteria,4D3FN@85005|Actinomycetales	201174|Actinobacteria	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0032296,GO:0034641,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,dsrm
WP_231583074.1	883066.HMPREF9233_01465	3.77e-303	842.0	COG4988@1|root,COG4988@2|Bacteria,2I2DP@201174|Actinobacteria,4D4BC@85005|Actinomycetales	201174|Actinobacteria	V	Thiol reductant ABC exporter, CydD subunit	cydD	-	-	ko:K16013	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1.129	-	-	ABC_membrane,ABC_tran
WP_231583075.1	883066.HMPREF9233_01466	1.81e-218	609.0	COG1294@1|root,COG1294@2|Bacteria,2GMFV@201174|Actinobacteria,4D30J@85005|Actinomycetales	201174|Actinobacteria	C	cytochrome D ubiquinol oxidase subunit II	cydB	-	1.10.3.14	ko:K00426	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00153	R11325	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	-	Cyt_bd_oxida_II
WP_231583076.1	1121017.AUFG01000007_gene1332	1.93e-249	702.0	COG0446@1|root,COG0607@1|root,COG0446@2|Bacteria,COG0607@2|Bacteria,2H7WY@201174|Actinobacteria,4FFX6@85021|Intrasporangiaceae	201174|Actinobacteria	P	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	cdr	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2,Pyr_redox_dim,Rhodanese
WP_231583077.1	883066.HMPREF9233_01477	1.33e-112	327.0	COG1057@1|root,COG1057@2|Bacteria,2GMFZ@201174|Actinobacteria,4D331@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)	nadD	GO:0000309,GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
WP_231583080.1	883066.HMPREF9233_00334	5.03e-264	733.0	COG1113@1|root,COG1113@2|Bacteria,2GJ0X@201174|Actinobacteria	201174|Actinobacteria	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease
WP_231583082.1	401473.BDP_1659	5.28e-29	113.0	COG0673@1|root,COG0673@2|Bacteria,2GM7J@201174|Actinobacteria,4D2S9@85004|Bifidobacteriales	201174|Actinobacteria	S	Oxidoreductase family, C-terminal alpha/beta domain	-	-	1.1.1.18,1.1.1.369	ko:K00010	ko00521,ko00562,ko01100,ko01120,ko01130,map00521,map00562,map01100,map01120,map01130	-	R01183,R09951	RC00182	ko00000,ko00001,ko01000	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
WP_231583084.1	883066.HMPREF9233_00348	1.7e-142	408.0	COG0602@1|root,COG0602@2|Bacteria,2H0HA@201174|Actinobacteria,4D5PK@85005|Actinomycetales	201174|Actinobacteria	O	Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	nrdG	-	1.97.1.4	ko:K04068	-	-	R04710	-	ko00000,ko01000	-	-	-	Fer4_12,Radical_SAM
WP_231583086.1	883066.HMPREF9233_00349	0.0	1321.0	COG1328@1|root,COG1328@2|Bacteria,2GMGA@201174|Actinobacteria	201174|Actinobacteria	F	Ribonucleoside-triphosphate reductase	nrdD	-	1.1.98.6	ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-cone,NRDD
WP_231583088.1	883066.HMPREF9233_00362	0.0	1307.0	COG1523@1|root,COG1523@2|Bacteria,2GJ00@201174|Actinobacteria,4D325@85005|Actinomycetales	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 13 family	glgX	-	3.2.1.196,3.2.1.68	ko:K01214,ko:K02438	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02111,R09995,R11261	-	ko00000,ko00001,ko00002,ko01000	-	CBM48,GH13	-	Alpha-amylase,CBM_48
WP_231583089.1	883066.HMPREF9233_01500	1.21e-189	539.0	COG0635@1|root,COG0635@2|Bacteria,2GJXX@201174|Actinobacteria,4D49W@85005|Actinomycetales	201174|Actinobacteria	H	Involved in the biosynthesis of porphyrin-containing compound	hemN	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	iNJ661.Rv2388c	HemN_C,Radical_SAM
WP_231583091.1	883066.HMPREF9233_01499	7.06e-144	417.0	COG0220@1|root,COG0220@2|Bacteria,2GJ8R@201174|Actinobacteria,4D47U@85005|Actinomycetales	201174|Actinobacteria	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0040007,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
